Updated On,Total Doses Administered
09/03/2021,32738.0
10/03/2021,35205.0
11/03/2021,35992.0
12/03/2021,38260.0
13/03/2021,40522.0
14/03/2021,40701.0
15/03/2021,43221.0
16/03/2021,49179.0
17/03/2021,57449.0
18/03/2021,59520.0
19/03/2021,61642.0
20/03/2021,63645.0
21/03/2021,63808.0
22/03/2021,65746.0
23/03/2021,67392.0
24/03/2021,68959.0
25/03/2021,70827.0
26/03/2021,72558.0
27/03/2021,74151.0
28/03/2021,74257.0
29/03/2021,74284.0
30/03/2021,76009.0
31/03/2021,77711.0
01/04/2021,81055.0
02/04/2021,84378.0
03/04/2021,87837.0
04/04/2021,90843.0
05/04/2021,94240.0
06/04/2021,96011.0
07/04/2021,101532.0
08/04/2021,105815.0
09/04/2021,110149.0
10/04/2021,115008.0
11/04/2021,118155.0
12/04/2021,122941.0
13/04/2021,126850.0
14/04/2021,130380.0
15/04/2021,134563.0
16/04/2021,139146.0
17/04/2021,143254.0
18/04/2021,145600.0
19/04/2021,149987.0
20/04/2021,154584.0
21/04/2021,158565.0
22/04/2021,163872.0
23/04/2021,169439.0
24/04/2021,174721.0
25/04/2021,178655.0
26/04/2021,184252.0
27/04/2021,190041.0
28/04/2021,196055.0
29/04/2021,201907.0
30/04/2021,208489.0
01/05/2021,213216.0
02/05/2021,215894.0
03/05/2021,220462.0
04/05/2021,225542.0
05/05/2021,230822.0
06/05/2021,237473.0
07/05/2021,243450.0
08/05/2021,250441.0
09/05/2021,254612.0
10/05/2021,260309.0
11/05/2021,265527.0
12/05/2021,269353.0
13/05/2021,273766.0
14/05/2021,278699.0
15/05/2021,284834.0
16/05/2021,285946.0
17/05/2021,290561.0
18/05/2021,294430.0
19/05/2021,298281.0
20/05/2021,302065.0
21/05/2021,306407.0
22/05/2021,312342.0
23/05/2021,315428.0
24/05/2021,320496.0
25/05/2021,323442.0
26/05/2021,324892.0
27/05/2021,329825.0
28/05/2021,334628.0
29/05/2021,339601.0
30/05/2021,343466.0
31/05/2021,349507.0
01/06/2021,355311.0
02/06/2021,360794.0
03/06/2021,366709.0
04/06/2021,372191.0
05/06/2021,377873.0
06/06/2021,379943.0
07/06/2021,383353.0
08/06/2021,384919.0
09/06/2021,387273.0
10/06/2021,389571.0
11/06/2021,395515.0
12/06/2021,401380.0
13/06/2021,405319.0
14/06/2021,412175.0
15/06/2021,419164.0
16/06/2021,425495.0
17/06/2021,432584.0
18/06/2021,440585.0
19/06/2021,450057.0
20/06/2021,453577.0
21/06/2021,460426.0
22/06/2021,468436.0
23/06/2021,475527.0
24/06/2021,482326.0
25/06/2021,489480.0
26/06/2021,498862.0
27/06/2021,504126.0
28/06/2021,511843.0
29/06/2021,519880.0
30/06/2021,526877.0
01/07/2021,533897.0
02/07/2021,541103.0
03/07/2021,551586.0
04/07/2021,558150.0
05/07/2021,566601.0
06/07/2021,574184.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,1040.0
17/01/2021,1040.0
18/01/2021,1656.0
19/01/2021,2014.0
20/01/2021,3351.0
21/01/2021,5752.0
22/01/2021,5807.0
23/01/2021,12185.0
24/01/2021,12506.0
25/01/2021,24018.0
26/01/2021,24120.0
27/01/2021,36363.0
28/01/2021,46869.0
29/01/2021,47318.0
30/01/2021,57446.0
31/01/2021,57455.0
01/02/2021,61482.0
02/02/2021,64509.0
03/02/2021,86044.0
04/02/2021,115725.0
05/02/2021,135072.0
06/02/2021,153515.0
07/02/2021,153531.0
08/02/2021,168873.0
09/02/2021,182898.0
10/02/2021,201792.0
11/02/2021,218958.0
12/02/2021,234012.0
13/02/2021,249169.0
14/02/2021,250235.0
15/02/2021,277098.0
16/02/2021,294241.0
17/02/2021,312728.0
18/02/2021,329628.0
19/02/2021,348220.0
20/02/2021,362135.0
21/02/2021,363144.0
22/02/2021,380439.0
23/02/2021,389928.0
24/02/2021,405172.0
25/02/2021,420647.0
26/02/2021,428473.0
27/02/2021,428473.0
28/02/2021,428473.0
01/03/2021,428473.0
02/03/2021,459117.0
03/03/2021,488780.0
04/03/2021,533925.0
05/03/2021,578118.0
06/03/2021,632575.0
07/03/2021,634619.0
08/03/2021,684432.0
09/03/2021,600698.0
10/03/2021,649606.0
11/03/2021,654318.0
12/03/2021,700964.0
13/03/2021,757035.0
14/03/2021,764290.0
15/03/2021,840424.0
16/03/2021,1043000.0
17/03/2021,1155353.0
18/03/2021,1233656.0
19/03/2021,1300911.0
20/03/2021,1382139.0
21/03/2021,1390076.0
22/03/2021,1446236.0
23/03/2021,1492021.0
24/03/2021,1536898.0
25/03/2021,1596613.0
26/03/2021,1660268.0
27/03/2021,1773189.0
28/03/2021,1807760.0
29/03/2021,1808453.0
30/03/2021,1863632.0
31/03/2021,1977918.0
01/04/2021,2113279.0
02/04/2021,2420539.0
03/04/2021,2645394.0
04/04/2021,2954955.0
05/04/2021,3071531.0
06/04/2021,3170579.0
07/04/2021,3399416.0
08/04/2021,3705558.0
09/04/2021,3935158.0
10/04/2021,4127809.0
11/04/2021,4303664.0
12/04/2021,4462366.0
13/04/2021,4559739.0
14/04/2021,4634362.0
15/04/2021,4680227.0
16/04/2021,4749614.0
17/04/2021,4870174.0
18/04/2021,4956412.0
19/04/2021,5043193.0
20/04/2021,5102706.0
21/04/2021,5146543.0
22/04/2021,5212126.0
23/04/2021,5272734.0
24/04/2021,5324210.0
25/04/2021,5362347.0
26/04/2021,5406298.0
27/04/2021,5438541.0
28/04/2021,5469617.0
29/04/2021,5507510.0
30/04/2021,5570909.0
01/05/2021,5620382.0
02/05/2021,5646987.0
03/05/2021,5684458.0
04/05/2021,5715512.0
05/05/2021,5746229.0
06/05/2021,5786848.0
07/05/2021,5815669.0
08/05/2021,5842656.0
09/05/2021,5857150.0
10/05/2021,5906806.0
11/05/2021,5956903.0
12/05/2021,5996204.0
13/05/2021,6046459.0
14/05/2021,6095570.0
15/05/2021,6138265.0
16/05/2021,6142785.0
17/05/2021,6149696.0
18/05/2021,6155825.0
19/05/2021,6162226.0
20/05/2021,6169020.0
21/05/2021,6175778.0
22/05/2021,6183624.0
23/05/2021,6188816.0
24/05/2021,6195690.0
25/05/2021,6201165.0
26/05/2021,6207632.0
27/05/2021,6211851.0
28/05/2021,6221398.0
29/05/2021,6229290.0
30/05/2021,6233466.0
31/05/2021,6240528.0
01/06/2021,6252505.0
02/06/2021,6260124.0
03/06/2021,6267748.0
04/06/2021,6274404.0
05/06/2021,6282084.0
06/06/2021,6285625.0
07/06/2021,6290982.0
08/06/2021,6296915.0
09/06/2021,6304358.0
10/06/2021,6311317.0
11/06/2021,6318147.0
12/06/2021,6325547.0
13/06/2021,6330309.0
14/06/2021,6337979.0
15/06/2021,6344469.0
16/06/2021,6350848.0
17/06/2021,6357584.0
18/06/2021,6365119.0
19/06/2021,6375229.0
20/06/2021,6380490.0
21/06/2021,6480379.0
22/06/2021,6605593.0
23/06/2021,6783572.0
24/06/2021,7020698.0
25/06/2021,7245933.0
26/06/2021,7602182.0
27/06/2021,7821930.0
28/06/2021,8104281.0
29/06/2021,8313712.0
30/06/2021,8453345.0
01/07/2021,8588153.0
02/07/2021,8680874.0
03/07/2021,8823500.0
04/07/2021,8904745.0
05/07/2021,9001750.0
06/07/2021,9044519.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,23.0
17/01/2021,23.0
18/01/2021,15.0
19/01/2021,31.0
20/01/2021,31.0
21/01/2021,78.0
22/01/2021,113.0
23/01/2021,280.0
24/01/2021,312.0
25/01/2021,362.0
26/01/2021,362.0
27/01/2021,404.0
28/01/2021,559.0
29/01/2021,706.0
30/01/2021,852.0
31/01/2021,856.0
01/02/2021,1038.0
02/02/2021,1181.0
03/02/2021,1421.0
04/02/2021,1681.0
05/02/2021,1931.0
06/02/2021,2255.0
07/02/2021,2255.0
08/02/2021,2329.0
09/02/2021,2567.0
10/02/2021,3309.0
11/02/2021,3672.0
12/02/2021,3931.0
13/02/2021,4131.0
14/02/2021,4131.0
15/02/2021,4425.0
16/02/2021,4754.0
17/02/2021,5483.0
18/02/2021,5776.0
19/02/2021,6504.0
20/02/2021,6841.0
21/02/2021,6841.0
22/02/2021,7003.0
23/02/2021,7061.0
24/02/2021,7135.0
25/02/2021,7675.0
26/02/2021,7978.0
27/02/2021,7978.0
28/02/2021,7978.0
01/03/2021,7978.0
02/03/2021,9433.0
03/03/2021,7675.0
04/03/2021,7978.0
05/03/2021,7978.0
06/03/2021,13130.0
07/03/2021,13138.0
08/03/2021,13858.0
09/03/2021,12668.0
10/03/2021,13669.0
11/03/2021,13669.0
12/03/2021,14781.0
13/03/2021,15595.0
14/03/2021,15595.0
15/03/2021,16581.0
16/03/2021,19497.0
17/03/2021,21037.0
18/03/2021,21695.0
19/03/2021,22889.0
20/03/2021,23782.0
21/03/2021,23840.0
22/03/2021,24700.0
23/03/2021,26241.0
24/03/2021,26823.0
25/03/2021,27819.0
26/03/2021,28419.0
27/03/2021,28447.0
28/03/2021,28457.0
29/03/2021,29349.0
30/03/2021,30198.0
31/03/2021,32990.0
01/04/2021,37137.0
02/04/2021,40942.0
03/04/2021,44217.0
04/04/2021,48053.0
05/04/2021,50515.0
06/04/2021,56029.0
07/04/2021,60292.0
08/04/2021,64160.0
09/04/2021,67908.0
10/04/2021,70523.0
11/04/2021,74110.0
12/04/2021,76064.0
13/04/2021,77860.0
14/04/2021,79439.0
15/04/2021,81476.0
16/04/2021,83143.0
17/04/2021,83679.0
18/04/2021,84945.0
19/04/2021,86395.0
20/04/2021,87079.0
21/04/2021,88091.0
22/04/2021,89186.0
23/04/2021,90101.0
24/04/2021,90450.0
25/04/2021,91408.0
26/04/2021,92300.0
27/04/2021,93189.0
28/04/2021,94148.0
29/04/2021,94676.0
30/04/2021,94676.0
01/05/2021,96320.0
02/05/2021,96619.0
03/05/2021,97465.0
04/05/2021,98306.0
05/05/2021,99304.0
06/05/2021,100560.0
07/05/2021,102229.0
08/05/2021,103338.0
09/05/2021,103786.0
10/05/2021,104954.0
11/05/2021,105912.0
12/05/2021,106625.0
13/05/2021,109633.0
14/05/2021,113326.0
15/05/2021,117518.0
16/05/2021,120646.0
17/05/2021,123420.0
18/05/2021,123865.0
19/05/2021,126803.0
20/05/2021,133618.0
21/05/2021,140028.0
22/05/2021,146279.0
23/05/2021,150932.0
24/05/2021,156860.0
25/05/2021,162836.0
26/05/2021,168731.0
27/05/2021,174518.0
28/05/2021,180694.0
29/05/2021,186645.0
30/05/2021,189815.0
31/05/2021,196079.0
01/06/2021,202000.0
02/06/2021,207670.0
03/06/2021,211798.0
04/06/2021,215802.0
05/06/2021,223040.0
06/06/2021,223524.0
07/06/2021,229256.0
08/06/2021,235270.0
09/06/2021,240179.0
10/06/2021,245100.0
11/06/2021,254764.0
12/06/2021,266651.0
13/06/2021,266969.0
14/06/2021,272199.0
15/06/2021,278954.0
16/06/2021,284862.0
17/06/2021,290875.0
18/06/2021,297644.0
19/06/2021,308375.0
20/06/2021,0.0
21/06/2021,317267.0
22/06/2021,325006.0
23/06/2021,332131.0
24/06/2021,341048.0
25/06/2021,358072.0
26/06/2021,373369.0
27/06/2021,379687.0
28/06/2021,395486.0
29/06/2021,410791.0
30/06/2021,427328.0
01/07/2021,440380.0
02/07/2021,452556.0
03/07/2021,466349.0
04/07/2021,470444.0
05/07/2021,480984.0
06/07/2021,490259.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,892.0
17/01/2021,1005.0
18/01/2021,1366.0
19/01/2021,3041.0
20/01/2021,3041.0
21/01/2021,5308.0
22/01/2021,5331.0
23/01/2021,12312.0
24/01/2021,12614.0
25/01/2021,20373.0
26/01/2021,20427.0
27/01/2021,27603.0
28/01/2021,35881.0
29/01/2021,35937.0
30/01/2021,44758.0
31/01/2021,44840.0
01/02/2021,52760.0
02/02/2021,62086.0
03/02/2021,69462.0
04/02/2021,78948.0
05/02/2021,88045.0
06/02/2021,97492.0
07/02/2021,97495.0
08/02/2021,107116.0
09/02/2021,119917.0
10/02/2021,134600.0
11/02/2021,150348.0
12/02/2021,164976.0
13/02/2021,180141.0
14/02/2021,180143.0
15/02/2021,197031.0
16/02/2021,214273.0
17/02/2021,231544.0
18/02/2021,252843.0
19/02/2021,283629.0
20/02/2021,309410.0
21/02/2021,309419.0
22/02/2021,336544.0
23/02/2021,356662.0
24/02/2021,375038.0
25/02/2021,393471.0
26/02/2021,406431.0
27/02/2021,406431.0
28/02/2021,406431.0
01/03/2021,406431.0
02/03/2021,428377.0
03/03/2021,443842.0
04/03/2021,460312.0
05/03/2021,475589.0
06/03/2021,495154.0
07/03/2021,495243.0
08/03/2021,516188.0
09/03/2021,480051.0
10/03/2021,498624.0
11/03/2021,516448.0
12/03/2021,535790.0
13/03/2021,560366.0
14/03/2021,560392.0
15/03/2021,585854.0
16/03/2021,682847.0
17/03/2021,884805.0
18/03/2021,925610.0
19/03/2021,954512.0
20/03/2021,1002671.0
21/03/2021,1004072.0
22/03/2021,1046767.0
23/03/2021,1090763.0
24/03/2021,1115802.0
25/03/2021,1158650.0
26/03/2021,1180586.0
27/03/2021,1222108.0
28/03/2021,1222713.0
29/03/2021,1222719.0
30/03/2021,1265239.0
31/03/2021,1294057.0
01/04/2021,1355145.0
02/04/2021,1427069.0
03/04/2021,1493167.0
04/04/2021,1578252.0
05/04/2021,1649227.0
06/04/2021,1698781.0
07/04/2021,1784983.0
08/04/2021,1897519.0
09/04/2021,1956686.0
10/04/2021,2062691.0
11/04/2021,2145719.0
12/04/2021,2235902.0
13/04/2021,2304883.0
14/04/2021,2376987.0
15/04/2021,2454871.0
16/04/2021,2504071.0
17/04/2021,2572685.0
18/04/2021,2621277.0
19/04/2021,2682092.0
20/04/2021,2732507.0
21/04/2021,2787116.0
22/04/2021,2855657.0
23/04/2021,2891857.0
24/04/2021,2962231.0
25/04/2021,3003477.0
26/04/2021,3061567.0
27/04/2021,3114832.0
28/04/2021,3147893.0
29/04/2021,3224828.0
30/04/2021,3271950.0
01/05/2021,3323249.0
02/05/2021,3324902.0
03/05/2021,3415728.0
04/05/2021,3507635.0
05/05/2021,3576091.0
06/05/2021,3693814.0
07/05/2021,3774068.0
08/05/2021,3905912.0
09/05/2021,3907469.0
10/05/2021,4051457.0
11/05/2021,4183896.0
12/05/2021,4259338.0
13/05/2021,4385905.0
14/05/2021,4390592.0
15/05/2021,4511407.0
16/05/2021,4603220.0
17/05/2021,4717683.0
18/05/2021,4824666.0
19/05/2021,4893993.0
20/05/2021,4972927.0
21/05/2021,5023829.0
22/05/2021,5089359.0
23/05/2021,5094051.0
24/05/2021,5149101.0
25/05/2021,5193420.0
26/05/2021,5227641.0
27/05/2021,5267046.0
28/05/2021,5298144.0
29/05/2021,5352466.0
30/05/2021,5362104.0
31/05/2021,5419341.0
01/06/2021,5469628.0
02/06/2021,5506534.0
03/06/2021,5559386.0
04/06/2021,5599054.0
05/06/2021,5656091.0
06/06/2021,5671497.0
07/06/2021,5737887.0
08/06/2021,5786229.0
09/06/2021,5834482.0
10/06/2021,5916278.0
11/06/2021,5995748.0
12/06/2021,6079589.0
13/06/2021,6094030.0
14/06/2021,6154661.0
15/06/2021,6208289.0
16/06/2021,6263721.0
17/06/2021,6355530.0
18/06/2021,6434195.0
19/06/2021,6522118.0
20/06/2021,6533793.0
21/06/2021,6611234.0
22/06/2021,6697233.0
23/06/2021,6807716.0
24/06/2021,6966205.0
25/06/2021,7121582.0
26/06/2021,7329652.0
27/06/2021,7339238.0
28/06/2021,7543922.0
29/06/2021,7747246.0
30/06/2021,7893534.0
01/07/2021,8051352.0
02/07/2021,8212088.0
03/07/2021,8373332.0
04/07/2021,8382839.0
05/07/2021,8463689.0
06/07/2021,8498379.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,50.0
17/01/2021,50.0
18/01/2021,47.0
19/01/2021,72.0
20/01/2021,72.0
21/01/2021,72.0
22/01/2021,300.0
23/01/2021,971.0
24/01/2021,1033.0
25/01/2021,1285.0
26/01/2021,1290.0
27/01/2021,1844.0
28/01/2021,2394.0
29/01/2021,2752.0
30/01/2021,3464.0
31/01/2021,3466.0
01/02/2021,3860.0
02/02/2021,4720.0
03/02/2021,5582.0
04/02/2021,6532.0
05/02/2021,7195.0
06/02/2021,7460.0
07/02/2021,7462.0
08/02/2021,7800.0
09/02/2021,8607.0
10/02/2021,9656.0
11/02/2021,11086.0
12/02/2021,12743.0
13/02/2021,13586.0
14/02/2021,13586.0
15/02/2021,14279.0
16/02/2021,14463.0
17/02/2021,15040.0
18/02/2021,14303.0
19/02/2021,16002.0
20/02/2021,17395.0
21/02/2021,17395.0
22/02/2021,18143.0
23/02/2021,18419.0
24/02/2021,19851.0
25/02/2021,21121.0
26/02/2021,22620.0
27/02/2021,22620.0
28/02/2021,22620.0
01/03/2021,22620.0
02/03/2021,27005.0
03/03/2021,31430.0
04/03/2021,36170.0
05/03/2021,40430.0
06/03/2021,43800.0
07/03/2021,43808.0
08/03/2021,47499.0
09/03/2021,43940.0
10/03/2021,47253.0
11/03/2021,50241.0
12/03/2021,55587.0
13/03/2021,59312.0
14/03/2021,59323.0
15/03/2021,64652.0
16/03/2021,78377.0
17/03/2021,85431.0
18/03/2021,88064.0
19/03/2021,91419.0
20/03/2021,94735.0
21/03/2021,94819.0
22/03/2021,98125.0
23/03/2021,101464.0
24/03/2021,104768.0
25/03/2021,107821.0
26/03/2021,111081.0
27/03/2021,113726.0
28/03/2021,113726.0
29/03/2021,114575.0
30/03/2021,118688.0
31/03/2021,121981.0
01/04/2021,125601.0
02/04/2021,129693.0
03/04/2021,133134.0
04/04/2021,135851.0
05/04/2021,139746.0
06/04/2021,142463.0
07/04/2021,149580.0
08/04/2021,155376.0
09/04/2021,162057.0
10/04/2021,171070.0
11/04/2021,178329.0
12/04/2021,188080.0
13/04/2021,192563.0
14/04/2021,203125.0
15/04/2021,213122.0
16/04/2021,224966.0
17/04/2021,237156.0
18/04/2021,244577.0
19/04/2021,253784.0
20/04/2021,264363.0
21/04/2021,272843.0
22/04/2021,281424.0
23/04/2021,289688.0
24/04/2021,299120.0
25/04/2021,304009.0
26/04/2021,313009.0
27/04/2021,323213.0
28/04/2021,331720.0
29/04/2021,340659.0
30/04/2021,349718.0
01/05/2021,355269.0
02/05/2021,358280.0
03/05/2021,363592.0
04/05/2021,368857.0
05/05/2021,373997.0
06/05/2021,379927.0
07/05/2021,386450.0
08/05/2021,392342.0
09/05/2021,394413.0
10/05/2021,399718.0
11/05/2021,405500.0
12/05/2021,411191.0
13/05/2021,418484.0
14/05/2021,425521.0
15/05/2021,436458.0
16/05/2021,438881.0
17/05/2021,444923.0
18/05/2021,451943.0
19/05/2021,459632.0
20/05/2021,466522.0
21/05/2021,475384.0
22/05/2021,483931.0
23/05/2021,485579.0
24/05/2021,491326.0
25/05/2021,497180.0
26/05/2021,503101.0
27/05/2021,508928.0
28/05/2021,514992.0
29/05/2021,521480.0
30/05/2021,524372.0
31/05/2021,528955.0
01/06/2021,533504.0
02/06/2021,537792.0
03/06/2021,543715.0
04/06/2021,551988.0
05/06/2021,563779.0
06/06/2021,570434.0
07/06/2021,581671.0
08/06/2021,592178.0
09/06/2021,600833.0
10/06/2021,608564.0
11/06/2021,614418.0
12/06/2021,621644.0
13/06/2021,638918.0
14/06/2021,658193.0
15/06/2021,676789.0
16/06/2021,691969.0
17/06/2021,708794.0
18/06/2021,726686.0
19/06/2021,747361.0
20/06/2021,760206.0
21/06/2021,776098.0
22/06/2021,791272.0
23/06/2021,805001.0
24/06/2021,818202.0
25/06/2021,833836.0
26/06/2021,856142.0
27/06/2021,871472.0
28/06/2021,892220.0
29/06/2021,914013.0
30/06/2021,934022.0
01/07/2021,946993.0
02/07/2021,960730.0
03/07/2021,980683.0
04/07/2021,990480.0
05/07/2021,1006988.0
06/07/2021,1021435.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,1146.0
17/01/2021,2313.0
18/01/2021,2182.0
19/01/2021,4842.0
20/01/2021,4877.0
21/01/2021,8350.0
22/01/2021,13183.0
23/01/2021,44873.0
24/01/2021,46456.0
25/01/2021,62496.0
26/01/2021,62729.0
27/01/2021,68817.0
28/01/2021,132621.0
29/01/2021,187038.0
30/01/2021,211551.0
31/01/2021,251207.0
01/02/2021,284170.0
02/02/2021,306639.0
03/02/2021,326450.0
04/02/2021,360502.0
05/02/2021,404841.0
06/02/2021,448811.0
07/02/2021,468838.0
08/02/2021,537364.0
09/02/2021,617709.0
10/02/2021,683599.0
11/02/2021,726174.0
12/02/2021,749435.0
13/02/2021,759801.0
14/02/2021,761555.0
15/02/2021,783293.0
16/02/2021,799296.0
17/02/2021,806425.0
18/02/2021,799523.0
19/02/2021,843816.0
20/02/2021,869257.0
21/02/2021,870310.0
22/02/2021,884999.0
23/02/2021,892463.0
24/02/2021,896424.0
25/02/2021,943860.0
26/02/2021,989315.0
27/02/2021,989319.0
28/02/2021,989369.0
01/03/2021,989369.0
02/03/2021,1153267.0
03/03/2021,1234893.0
04/03/2021,1397814.0
05/03/2021,1580465.0
06/03/2021,1745473.0
07/03/2021,1749600.0
08/03/2021,1919226.0
09/03/2021,1719245.0
10/03/2021,1766662.0
11/03/2021,1776940.0
12/03/2021,1947430.0
13/03/2021,2073148.0
14/03/2021,2083779.0
15/03/2021,2231425.0
16/03/2021,2772614.0
17/03/2021,2923717.0
18/03/2021,3112038.0
19/03/2021,3309060.0
20/03/2021,3546628.0
21/03/2021,3756195.0
22/03/2021,3931630.0
23/03/2021,4201102.0
24/03/2021,4381443.0
25/03/2021,4618906.0
26/03/2021,4861329.0
27/03/2021,5116383.0
28/03/2021,5207119.0
29/03/2021,5225227.0
30/03/2021,5438943.0
31/03/2021,5655568.0
01/04/2021,5937684.0
02/04/2021,6454155.0
03/04/2021,6838585.0
04/04/2021,7313218.0
05/04/2021,7584968.0
06/04/2021,7787907.0
07/04/2021,8108812.0
08/04/2021,8473351.0
09/04/2021,8772856.0
10/04/2021,9055878.0
11/04/2021,9258859.0
12/04/2021,9497513.0
13/04/2021,9703358.0
14/04/2021,9866787.0
15/04/2021,10026689.0
16/04/2021,10165300.0
17/04/2021,10336808.0
18/04/2021,10450564.0
19/04/2021,10620128.0
20/04/2021,10806479.0
21/04/2021,10937835.0
22/04/2021,11098076.0
23/04/2021,11266124.0
24/04/2021,11436249.0
25/04/2021,11537861.0
26/04/2021,11720832.0
27/04/2021,11901253.0
28/04/2021,12053881.0
29/04/2021,12251389.0
30/04/2021,12457754.0
01/05/2021,12679389.0
02/05/2021,12803024.0
03/05/2021,12966110.0
04/05/2021,13094157.0
05/05/2021,13267196.0
06/05/2021,13473812.0
07/05/2021,13680484.0
08/05/2021,13881007.0
09/05/2021,14036695.0
10/05/2021,14301060.0
11/05/2021,14610441.0
12/05/2021,14767554.0
13/05/2021,14975803.0
14/05/2021,15019896.0
15/05/2021,15055582.0
16/05/2021,15085762.0
17/05/2021,15086042.0
18/05/2021,15086347.0
19/05/2021,15087757.0
20/05/2021,15178758.0
21/05/2021,15283427.0
22/05/2021,15409606.0
23/05/2021,15516777.0
24/05/2021,15704013.0
25/05/2021,15900264.0
26/05/2021,16089270.0
27/05/2021,16288328.0
28/05/2021,16506745.0
29/05/2021,16724256.0
30/05/2021,16910245.0
31/05/2021,17110619.0
01/06/2021,17309564.0
02/06/2021,17486132.0
03/06/2021,17665975.0
04/06/2021,17936071.0
05/06/2021,18201215.0
06/06/2021,18427691.0
07/06/2021,18686516.0
08/06/2021,18949901.0
09/06/2021,19203211.0
10/06/2021,19478852.0
11/06/2021,19769106.0
12/06/2021,20068185.0
13/06/2021,20303072.0
14/06/2021,20587151.0
15/06/2021,20855692.0
16/06/2021,21112010.0
17/06/2021,21334287.0
18/06/2021,21596263.0
19/06/2021,21903561.0
20/06/2021,22099535.0
21/06/2021,22619651.0
22/06/2021,23067276.0
23/06/2021,23513610.0
24/06/2021,23968923.0
25/06/2021,24271144.0
26/06/2021,24657300.0
27/06/2021,24887523.0
28/06/2021,25141162.0
29/06/2021,25408616.0
30/06/2021,25692042.0
01/07/2021,25973769.0
02/07/2021,26219791.0
03/07/2021,26552791.0
04/07/2021,26815799.0
05/07/2021,27118289.0
06/07/2021,27331752.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,1864.0
17/01/2021,2069.0
18/01/2021,5360.0
19/01/2021,11728.0
20/01/2021,12354.0
21/01/2021,21411.0
22/01/2021,33730.0
23/01/2021,43350.0
24/01/2021,44934.0
25/01/2021,72277.0
26/01/2021,72583.0
27/01/2021,80541.0
28/01/2021,87153.0
29/01/2021,92685.0
30/01/2021,95143.0
31/01/2021,95245.0
01/02/2021,96304.0
02/02/2021,97213.0
03/02/2021,99192.0
04/02/2021,103334.0
05/02/2021,107280.0
06/02/2021,108966.0
07/02/2021,110591.0
08/02/2021,140415.0
09/02/2021,157055.0
10/02/2021,164151.0
11/02/2021,171926.0
12/02/2021,176310.0
13/02/2021,178657.0
14/02/2021,178664.0
15/02/2021,188482.0
16/02/2021,190197.0
17/02/2021,195563.0
18/02/2021,206032.0
19/02/2021,218170.0
20/02/2021,223857.0
21/02/2021,224225.0
22/02/2021,244791.0
23/02/2021,257756.0
24/02/2021,260336.0
25/02/2021,275940.0
26/02/2021,280173.0
27/02/2021,280175.0
28/02/2021,280181.0
01/03/2021,280181.0
02/03/2021,290716.0
03/03/2021,295902.0
04/03/2021,311564.0
05/03/2021,327198.0
06/03/2021,336481.0
07/03/2021,337525.0
08/03/2021,365090.0
09/03/2021,319081.0
10/03/2021,331094.0
11/03/2021,339893.0
12/03/2021,376401.0
13/03/2021,392137.0
14/03/2021,395967.0
15/03/2021,515583.0
16/03/2021,678896.0
17/03/2021,748352.0
18/03/2021,818792.0
19/03/2021,883097.0
20/03/2021,908710.0
21/03/2021,915108.0
22/03/2021,1064213.0
23/03/2021,1152753.0
24/03/2021,1172883.0
25/03/2021,1227860.0
26/03/2021,1279258.0
27/03/2021,1302499.0
28/03/2021,1305966.0
29/03/2021,1306530.0
30/03/2021,1425730.0
31/03/2021,1516855.0
01/04/2021,1594582.0
02/04/2021,1702590.0
03/04/2021,1753953.0
04/04/2021,1800611.0
05/04/2021,1882164.0
06/04/2021,1942196.0
07/04/2021,2028171.0
08/04/2021,2118410.0
09/04/2021,2212252.0
10/04/2021,2283262.0
11/04/2021,2382114.0
12/04/2021,2525834.0
13/04/2021,2657270.0
14/04/2021,2804984.0
15/04/2021,2873554.0
16/04/2021,2957111.0
17/04/2021,3022626.0
18/04/2021,3065865.0
19/04/2021,3162209.0
20/04/2021,3241332.0
21/04/2021,3287414.0
22/04/2021,3344006.0
23/04/2021,3429738.0
24/04/2021,3502761.0
25/04/2021,3539875.0
26/04/2021,3595069.0
27/04/2021,3634905.0
28/04/2021,3675837.0
29/04/2021,3723444.0
30/04/2021,3758377.0
01/05/2021,3776747.0
02/05/2021,3796956.0
03/05/2021,3855063.0
04/05/2021,3926299.0
05/05/2021,3987098.0
06/05/2021,4094206.0
07/05/2021,4204923.0
08/05/2021,4288127.0
09/05/2021,4344758.0
10/05/2021,4475905.0
11/05/2021,4590300.0
12/05/2021,4663197.0
13/05/2021,4765647.0
