Updated On,Total Doses Administered
14/05/2021,4833697.0
15/05/2021,4893748.0
16/05/2021,4937347.0
17/05/2021,5000446.0
18/05/2021,5065275.0
19/05/2021,5118705.0
20/05/2021,5198818.0
21/05/2021,5285927.0
22/05/2021,5357671.0
23/05/2021,5391895.0
24/05/2021,5488324.0
25/05/2021,5559015.0
26/05/2021,5611913.0
27/05/2021,5687063.0
28/05/2021,5750543.0
29/05/2021,5804788.0
30/05/2021,5832328.0
31/05/2021,5889201.0
01/06/2021,5956635.0
02/06/2021,6029937.0
03/06/2021,6104370.0
04/06/2021,6166025.0
05/06/2021,6224238.0
06/06/2021,6246721.0
07/06/2021,6302108.0
08/06/2021,6350659.0
09/06/2021,6433899.0
10/06/2021,6559087.0
11/06/2021,6664080.0
12/06/2021,6749944.0
13/06/2021,6784770.0
14/06/2021,6875456.0
15/06/2021,6952038.0
16/06/2021,7020156.0
17/06/2021,7150855.0
18/06/2021,7247474.0
19/06/2021,7327041.0
20/06/2021,7367943.0
21/06/2021,7879825.0
22/06/2021,8011052.0
23/06/2021,8088643.0
24/06/2021,8168749.0
25/06/2021,8314915.0
26/06/2021,8430740.0
27/06/2021,8473361.0
28/06/2021,8616321.0
29/06/2021,8754231.0
30/06/2021,8856678.0
01/07/2021,9052429.0
02/07/2021,9220204.0
03/07/2021,9360295.0
04/07/2021,9409759.0
05/07/2021,9515937.0
06/07/2021,9581886.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,202.0
17/01/2021,202.0
18/01/2021,352.0
19/01/2021,448.0
20/01/2021,448.0
21/01/2021,610.0
22/01/2021,1427.0
23/01/2021,5396.0
24/01/2021,5594.0
25/01/2021,6104.0
26/01/2021,6188.0
27/01/2021,8859.0
28/01/2021,13883.0
29/01/2021,17978.0
30/01/2021,22787.0
31/01/2021,22798.0
01/02/2021,28464.0
02/02/2021,34218.0
03/02/2021,38734.0
04/02/2021,43053.0
05/02/2021,46401.0
06/02/2021,49335.0
07/02/2021,49338.0
08/02/2021,52715.0
09/02/2021,56021.0
10/02/2021,60848.0
11/02/2021,66825.0
12/02/2021,73945.0
13/02/2021,77192.0
14/02/2021,77192.0
15/02/2021,80952.0
16/02/2021,84718.0
17/02/2021,90616.0
18/02/2021,88620.0
19/02/2021,100648.0
20/02/2021,106400.0
21/02/2021,106629.0
22/02/2021,108120.0
23/02/2021,109590.0
24/02/2021,110920.0
25/02/2021,116818.0
26/02/2021,121420.0
27/02/2021,121420.0
28/02/2021,121420.0
01/03/2021,121420.0
02/03/2021,132714.0
03/03/2021,139479.0
04/03/2021,148541.0
05/03/2021,158469.0
06/03/2021,165915.0
07/03/2021,168003.0
08/03/2021,176202.0
09/03/2021,146888.0
10/03/2021,156463.0
11/03/2021,157123.0
12/03/2021,175442.0
13/03/2021,182060.0
14/03/2021,183378.0
15/03/2021,195010.0
16/03/2021,273299.0
17/03/2021,308812.0
18/03/2021,337481.0
19/03/2021,358451.0
20/03/2021,369805.0
21/03/2021,371574.0
22/03/2021,381047.0
23/03/2021,404158.0
24/03/2021,416718.0
25/03/2021,455004.0
26/03/2021,476805.0
27/03/2021,496972.0
28/03/2021,498085.0
29/03/2021,498916.0
30/03/2021,527330.0
31/03/2021,536465.0
01/04/2021,574177.0
02/04/2021,594644.0
03/04/2021,611300.0
04/04/2021,631189.0
05/04/2021,661559.0
06/04/2021,688362.0
07/04/2021,775168.0
08/04/2021,841809.0
09/04/2021,891279.0
10/04/2021,942833.0
11/04/2021,983912.0
12/04/2021,1051220.0
13/04/2021,1111863.0
14/04/2021,1157878.0
15/04/2021,1192530.0
16/04/2021,1241591.0
17/04/2021,1278093.0
18/04/2021,1289502.0
19/04/2021,1328660.0
20/04/2021,1378690.0
21/04/2021,1400800.0
22/04/2021,1451402.0
23/04/2021,1497988.0
24/04/2021,1537559.0
25/04/2021,1548508.0
26/04/2021,1593350.0
27/04/2021,1644453.0
28/04/2021,1689867.0
29/04/2021,1743174.0
30/04/2021,1793341.0
01/05/2021,1823400.0
02/05/2021,1828966.0
03/05/2021,1874042.0
04/05/2021,1920953.0
05/05/2021,1956253.0
06/05/2021,2005160.0
07/05/2021,2037602.0
08/05/2021,2058866.0
09/05/2021,2065283.0
10/05/2021,2097748.0
11/05/2021,2125140.0
12/05/2021,2141989.0
13/05/2021,2175417.0
14/05/2021,2191401.0
15/05/2021,2217221.0
16/05/2021,2220769.0
17/05/2021,2243890.0
18/05/2021,2265500.0
19/05/2021,2281222.0
20/05/2021,2304113.0
21/05/2021,2323018.0
22/05/2021,2334587.0
23/05/2021,2336772.0
24/05/2021,2358357.0
25/05/2021,2377021.0
26/05/2021,2383941.0
27/05/2021,2405467.0
28/05/2021,2419143.0
29/05/2021,2429862.0
30/05/2021,2431191.0
31/05/2021,2456257.0
01/06/2021,2471148.0
02/06/2021,2482794.0
03/06/2021,2494074.0
04/06/2021,2509695.0
05/06/2021,2523243.0
06/06/2021,2524493.0
07/06/2021,2536559.0
08/06/2021,2549426.0
09/06/2021,2557978.0
10/06/2021,2566399.0
11/06/2021,2576674.0
12/06/2021,2587927.0
13/06/2021,2588086.0
14/06/2021,2614787.0
15/06/2021,2659045.0
16/06/2021,2699523.0
17/06/2021,2741702.0
18/06/2021,2793097.0
19/06/2021,2819145.0
20/06/2021,2819998.0
21/06/2021,2918724.0
22/06/2021,3040740.0
23/06/2021,3185389.0
24/06/2021,3223393.0
25/06/2021,3330049.0
26/06/2021,3482066.0
27/06/2021,3497784.0
28/06/2021,3666915.0
29/06/2021,3827079.0
30/06/2021,3866287.0
01/07/2021,3908924.0
02/07/2021,3947386.0
03/07/2021,3985889.0
04/07/2021,3986005.0
05/07/2021,4047093.0
06/07/2021,4115822.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,377.0
17/01/2021,421.0
18/01/2021,672.0
19/01/2021,1369.0
20/01/2021,1369.0
21/01/2021,2296.0
22/01/2021,3807.0
23/01/2021,5593.0
24/01/2021,5893.0
25/01/2021,10498.0
26/01/2021,10626.0
27/01/2021,11562.0
28/01/2021,17280.0
29/01/2021,21124.0
30/01/2021,21261.0
31/01/2021,21268.0
01/02/2021,21322.0
02/02/2021,21352.0
03/02/2021,21478.0
04/02/2021,27796.0
05/02/2021,33899.0
06/02/2021,40909.0
07/02/2021,41543.0
08/02/2021,51872.0
09/02/2021,63529.0
10/02/2021,65779.0
11/02/2021,83295.0
12/02/2021,100823.0
13/02/2021,118399.0
14/02/2021,119015.0
15/02/2021,136032.0
16/02/2021,150271.0
17/02/2021,151145.0
18/02/2021,166429.0
19/02/2021,181492.0
20/02/2021,192355.0
21/02/2021,192581.0
22/02/2021,204193.0
23/02/2021,212075.0
24/02/2021,212702.0
25/02/2021,226087.0
26/02/2021,238073.0
27/02/2021,238073.0
28/02/2021,238075.0
01/03/2021,238075.0
02/03/2021,258723.0
03/03/2021,260977.0
04/03/2021,277184.0
05/03/2021,294559.0
06/03/2021,313949.0
07/03/2021,314237.0
08/03/2021,339975.0
09/03/2021,335454.0
10/03/2021,336723.0
11/03/2021,337836.0
12/03/2021,340719.0
13/03/2021,378291.0
14/03/2021,379043.0
15/03/2021,415786.0
16/03/2021,490249.0
17/03/2021,506212.0
18/03/2021,545897.0
19/03/2021,569002.0
20/03/2021,583776.0
21/03/2021,585549.0
22/03/2021,615587.0
23/03/2021,643931.0
24/03/2021,645295.0
25/03/2021,680969.0
26/03/2021,708706.0
27/03/2021,734150.0
28/03/2021,735216.0
29/03/2021,760669.0
30/03/2021,787931.0
31/03/2021,789202.0
01/04/2021,820121.0
02/04/2021,862951.0
03/04/2021,896589.0
04/04/2021,926410.0
05/04/2021,965018.0
06/04/2021,1000073.0
07/04/2021,1083663.0
08/04/2021,1177106.0
09/04/2021,1240399.0
10/04/2021,1286329.0
11/04/2021,1321714.0
12/04/2021,1390071.0
13/04/2021,1420580.0
14/04/2021,1452639.0
15/04/2021,1500140.0
16/04/2021,1544416.0
17/04/2021,1588988.0
18/04/2021,1622097.0
19/04/2021,1688073.0
20/04/2021,1752949.0
21/04/2021,1801163.0
22/04/2021,1856450.0
23/04/2021,1924526.0
24/04/2021,1996721.0
25/04/2021,2043208.0
26/04/2021,2125643.0
27/04/2021,2186894.0
28/04/2021,2256066.0
29/04/2021,2311019.0
30/04/2021,2348049.0
01/05/2021,2376239.0
02/05/2021,2415072.0
03/05/2021,2467470.0
04/05/2021,2503624.0
05/05/2021,2560453.0
06/05/2021,2610901.0
07/05/2021,2673010.0
08/05/2021,2717486.0
09/05/2021,2730327.0
10/05/2021,2762379.0
11/05/2021,2792754.0
12/05/2021,2806013.0
13/05/2021,2811983.0
14/05/2021,2829044.0
15/05/2021,2846293.0
16/05/2021,2854854.0
17/05/2021,2869473.0
18/05/2021,2882672.0
19/05/2021,2890348.0
20/05/2021,2905453.0
21/05/2021,2919082.0
22/05/2021,2955597.0
23/05/2021,2973265.0
24/05/2021,3010300.0
25/05/2021,3050427.0
26/05/2021,3094817.0
27/05/2021,3155082.0
28/05/2021,3204395.0
29/05/2021,3242705.0
30/05/2021,3265442.0
31/05/2021,3301002.0
01/06/2021,3334213.0
02/06/2021,3367582.0
03/06/2021,3398622.0
04/06/2021,3429944.0
05/06/2021,3461430.0
06/06/2021,3476138.0
07/06/2021,3501829.0
08/06/2021,3528456.0
09/06/2021,3549785.0
10/06/2021,3582621.0
11/06/2021,3616809.0
12/06/2021,3651569.0
13/06/2021,3680941.0
14/06/2021,3732404.0
15/06/2021,3782472.0
16/06/2021,3818944.0
17/06/2021,3860287.0
18/06/2021,3910835.0
19/06/2021,3953717.0
20/06/2021,3970723.0
21/06/2021,4009211.0
22/06/2021,4051418.0
23/06/2021,4119122.0
24/06/2021,4169680.0
25/06/2021,4232071.0
26/06/2021,4282658.0
27/06/2021,4344943.0
28/06/2021,4416417.0
29/06/2021,4467382.0
30/06/2021,4525535.0
01/07/2021,4570376.0
02/07/2021,4670310.0
03/07/2021,4759759.0
04/07/2021,4805884.0
05/07/2021,4872354.0
06/07/2021,4928467.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,344.0
17/01/2021,344.0
18/01/2021,749.0
19/01/2021,1455.0
20/01/2021,2258.0
21/01/2021,2258.0
22/01/2021,4023.0
23/01/2021,4117.0
24/01/2021,4573.0
25/01/2021,8636.0
26/01/2021,8708.0
27/01/2021,15269.0
28/01/2021,15617.0
29/01/2021,23685.0
30/01/2021,31477.0
31/01/2021,31672.0
01/02/2021,39147.0
02/02/2021,46900.0
03/02/2021,58991.0
04/02/2021,66209.0
05/02/2021,77034.0
06/02/2021,86786.0
07/02/2021,96697.0
08/02/2021,113951.0
09/02/2021,133247.0
10/02/2021,152985.0
11/02/2021,167957.0
12/02/2021,181722.0
13/02/2021,197934.0
14/02/2021,205424.0
15/02/2021,219873.0
16/02/2021,228558.0
17/02/2021,241010.0
18/02/2021,249047.0
19/02/2021,262687.0
20/02/2021,271129.0
21/02/2021,273466.0
22/02/2021,281976.0
23/02/2021,289373.0
24/02/2021,298027.0
25/02/2021,304309.0
26/02/2021,313438.0
27/02/2021,313438.0
28/02/2021,313438.0
01/03/2021,313438.0
02/03/2021,332286.0
03/03/2021,350716.0
04/03/2021,368393.0
05/03/2021,389443.0
06/03/2021,410219.0
07/03/2021,416787.0
08/03/2021,442754.0
09/03/2021,402293.0
10/03/2021,433106.0
11/03/2021,448191.0
12/03/2021,480023.0
13/03/2021,506986.0
14/03/2021,526061.0
15/03/2021,564865.0
16/03/2021,691414.0
17/03/2021,747474.0
18/03/2021,779686.0
19/03/2021,815129.0
20/03/2021,922788.0
21/03/2021,1087557.0
22/03/2021,1131165.0
23/03/2021,1286679.0
24/03/2021,1406423.0
25/03/2021,1448065.0
26/03/2021,1510164.0
27/03/2021,1609918.0
28/03/2021,1624010.0
29/03/2021,1625662.0
30/03/2021,1636559.0
31/03/2021,1660956.0
01/04/2021,1686394.0
02/04/2021,1729117.0
03/04/2021,1758073.0
04/04/2021,1839503.0
05/04/2021,1913640.0
06/04/2021,1973281.0
07/04/2021,2062758.0
08/04/2021,2134827.0
09/04/2021,2162617.0
10/04/2021,2260123.0
11/04/2021,2359684.0
12/04/2021,2429156.0
13/04/2021,2505707.0
14/04/2021,2595718.0
15/04/2021,2640772.0
16/04/2021,2681749.0
17/04/2021,2733464.0
18/04/2021,2775262.0
19/04/2021,2807543.0
20/04/2021,2848719.0
21/04/2021,2877453.0
22/04/2021,2901875.0
23/04/2021,2935365.0
24/04/2021,2965021.0
25/04/2021,2977865.0
26/04/2021,3005317.0
27/04/2021,3029124.0
28/04/2021,3053082.0
29/04/2021,3083117.0
30/04/2021,3114125.0
01/05/2021,3135680.0
02/05/2021,3146799.0
03/05/2021,3165998.0
04/05/2021,3186484.0
05/05/2021,3211894.0
06/05/2021,3233186.0
07/05/2021,3257332.0
08/05/2021,3284802.0
09/05/2021,3303003.0
10/05/2021,3336638.0
11/05/2021,3373071.0
12/05/2021,3402653.0
13/05/2021,3428810.0
14/05/2021,3480054.0
15/05/2021,3541498.0
16/05/2021,3585174.0
17/05/2021,3640643.0
18/05/2021,3692552.0
19/05/2021,3743211.0
20/05/2021,3791168.0
21/05/2021,3840095.0
22/05/2021,3877535.0
23/05/2021,3922615.0
24/05/2021,3973018.0
25/05/2021,4012657.0
26/05/2021,4037120.0
27/05/2021,4053662.0
28/05/2021,4084905.0
29/05/2021,4124267.0
30/05/2021,4156776.0
31/05/2021,4194352.0
01/06/2021,4227513.0
02/06/2021,4266420.0
03/06/2021,4306358.0
04/06/2021,4378641.0
05/06/2021,4470721.0
06/06/2021,4549765.0
07/06/2021,4613214.0
08/06/2021,4673692.0
09/06/2021,4732666.0
10/06/2021,4802571.0
11/06/2021,4896908.0
12/06/2021,4998435.0
13/06/2021,5107681.0
14/06/2021,5200591.0
15/06/2021,5275846.0
16/06/2021,5351699.0
17/06/2021,5439159.0
18/06/2021,5546776.0
19/06/2021,5656138.0
20/06/2021,5778609.0
21/06/2021,5883561.0
22/06/2021,6000196.0
23/06/2021,6131818.0
24/06/2021,6255348.0
25/06/2021,6403158.0
26/06/2021,6547873.0
27/06/2021,6668652.0
28/06/2021,6770349.0
29/06/2021,6830286.0
30/06/2021,6854142.0
01/07/2021,6893417.0
02/07/2021,6924097.0
03/07/2021,7059365.0
04/07/2021,7199780.0
05/07/2021,7301080.0
06/07/2021,7444490.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,3810.0
17/01/2021,4506.0
18/01/2021,14755.0
19/01/2021,25142.0
20/01/2021,36705.0
21/01/2021,47344.0
22/01/2021,77432.0
23/01/2021,84585.0
24/01/2021,93426.0
25/01/2021,138721.0
26/01/2021,140856.0
27/01/2021,196089.0
28/01/2021,215875.0
29/01/2021,234619.0
30/01/2021,246438.0
31/01/2021,247613.0
01/02/2021,249931.0
02/02/2021,250715.0
03/02/2021,251723.0
04/02/2021,265577.0
05/02/2021,295307.0
06/02/2021,321521.0
07/02/2021,325554.0
08/02/2021,350327.0
09/02/2021,379152.0
10/02/2021,403105.0
11/02/2021,415241.0
12/02/2021,430303.0
13/02/2021,435685.0
14/02/2021,435835.0
15/02/2021,462838.0
16/02/2021,501618.0
17/02/2021,560044.0
18/02/2021,537677.0
19/02/2021,637368.0
20/02/2021,663860.0
21/02/2021,665580.0
22/02/2021,705083.0
23/02/2021,738792.0
24/02/2021,777394.0
25/02/2021,802101.0
26/02/2021,833025.0
27/02/2021,833025.0
28/02/2021,833025.0
01/03/2021,833025.0
02/03/2021,845726.0
03/03/2021,860417.0
04/03/2021,875597.0
05/03/2021,897268.0
06/03/2021,923407.0
07/03/2021,925831.0
08/03/2021,994382.0
09/03/2021,788948.0
10/03/2021,879486.0
11/03/2021,895719.0
12/03/2021,998460.0
13/03/2021,1048543.0
14/03/2021,1067628.0
15/03/2021,1233619.0
16/03/2021,1621831.0
17/03/2021,2013637.0
18/03/2021,2124428.0
19/03/2021,2371563.0
20/03/2021,2578280.0
21/03/2021,2611299.0
22/03/2021,2806130.0
23/03/2021,2954336.0
24/03/2021,3140034.0
25/03/2021,3234506.0
26/03/2021,3396982.0
27/03/2021,3522500.0
28/03/2021,3542620.0
29/03/2021,3682325.0
30/03/2021,3800933.0
31/03/2021,3952215.0
01/04/2021,4066715.0
02/04/2021,4266426.0
03/04/2021,4450751.0
04/04/2021,4592345.0
05/04/2021,4765091.0
06/04/2021,4874443.0
07/04/2021,5193089.0
08/04/2021,5463170.0
09/04/2021,5788229.0
10/04/2021,6066457.0
11/04/2021,6208540.0
12/04/2021,6407151.0
13/04/2021,6446449.0
14/04/2021,6550378.0
15/04/2021,6704302.0
16/04/2021,6910211.0
17/04/2021,7191885.0
18/04/2021,7296541.0
19/04/2021,7542740.0
20/04/2021,7768341.0
21/04/2021,7957698.0
22/04/2021,8189265.0
23/04/2021,8446284.0
24/04/2021,8592838.0
25/04/2021,8673546.0
26/04/2021,8892099.0
27/04/2021,9088000.0
28/04/2021,9276973.0
29/04/2021,9400272.0
30/04/2021,9642439.0
01/05/2021,9776943.0
02/05/2021,9817518.0
03/05/2021,9901051.0
04/05/2021,9962735.0
05/05/2021,10150823.0
06/05/2021,10314190.0
07/05/2021,10450470.0
08/05/2021,10596894.0
09/05/2021,10643323.0
10/05/2021,10772140.0
11/05/2021,10963129.0
12/05/2021,11102044.0
13/05/2021,11205478.0
14/05/2021,11296508.0
15/05/2021,11424456.0
16/05/2021,11448846.0
17/05/2021,11543880.0
18/05/2021,11629177.0
19/05/2021,11714719.0
20/05/2021,11800829.0
21/05/2021,11909365.0
22/05/2021,12024591.0
23/05/2021,12090122.0
24/05/2021,12245538.0
25/05/2021,12412615.0
26/05/2021,12592227.0
27/05/2021,12825223.0
28/05/2021,13092345.0
29/05/2021,13346630.0
30/05/2021,13439808.0
31/05/2021,13683390.0
01/06/2021,13906541.0
02/06/2021,14154710.0
03/06/2021,14407706.0
04/06/2021,14735361.0
05/06/2021,15068597.0
06/06/2021,15203304.0
07/06/2021,15504527.0
08/06/2021,15759842.0
09/06/2021,15992599.0
10/06/2021,16249047.0
11/06/2021,16580369.0
12/06/2021,16892231.0
13/06/2021,16998892.0
14/06/2021,17262828.0
15/06/2021,17482779.0
16/06/2021,17695431.0
17/06/2021,17899357.0
18/06/2021,18130798.0
19/06/2021,18421390.0
20/06/2021,18498363.0
21/06/2021,19652759.0
22/06/2021,20104474.0
23/06/2021,20512334.0
24/06/2021,20921155.0
25/06/2021,21341517.0
26/06/2021,21622289.0
27/06/2021,21750366.0
28/06/2021,22202542.0
29/06/2021,22470761.0
30/06/2021,22712414.0
01/07/2021,22911665.0
02/07/2021,23152094.0
03/07/2021,23639206.0
04/07/2021,23790590.0
05/07/2021,24185562.0
06/07/2021,24477242.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,1681.0
17/01/2021,1836.0
18/01/2021,2566.0
19/01/2021,5355.0
20/01/2021,5398.0
21/01/2021,9175.0
22/01/2021,15501.0
23/01/2021,21944.0
24/01/2021,23324.0
25/01/2021,43561.0
26/01/2021,43766.0
27/01/2021,58323.0
28/01/2021,82794.0
29/01/2021,110719.0
30/01/2021,134225.0
31/01/2021,140906.0
01/02/2021,173482.0
02/02/2021,204449.0
03/02/2021,225664.0
04/02/2021,250831.0
05/02/2021,266068.0
06/02/2021,271731.0
07/02/2021,272221.0
08/02/2021,287787.0
09/02/2021,302655.0
10/02/2021,306802.0
11/02/2021,314425.0
12/02/2021,326974.0
13/02/2021,338167.0
14/02/2021,340452.0
15/02/2021,357263.0
16/02/2021,382629.0
17/02/2021,392764.0
18/02/2021,401317.0
19/02/2021,432564.0
20/02/2021,445561.0
21/02/2021,445939.0
22/02/2021,469633.0
23/02/2021,484753.0
24/02/2021,501243.0
25/02/2021,538367.0
26/02/2021,593333.0
27/02/2021,593333.0
28/02/2021,593333.0
01/03/2021,593333.0
02/03/2021,653199.0
03/03/2021,691858.0
04/03/2021,774938.0
05/03/2021,856197.0
06/03/2021,943171.0
07/03/2021,956327.0
08/03/2021,1038770.0
09/03/2021,918350.0
10/03/2021,954881.0
11/03/2021,992154.0
12/03/2021,1077367.0
13/03/2021,1123556.0
14/03/2021,1127845.0
15/03/2021,1213086.0
16/03/2021,1500473.0
17/03/2021,2016703.0
18/03/2021,2165652.0
19/03/2021,2298455.0
20/03/2021,2418931.0
21/03/2021,2426827.0
22/03/2021,2564049.0
23/03/2021,2712712.0
24/03/2021,2776155.0
25/03/2021,2939242.0
26/03/2021,3070352.0
27/03/2021,3188068.0
28/03/2021,3199659.0
29/03/2021,3353041.0
30/03/2021,3510207.0
31/03/2021,3574857.0
01/04/2021,3653814.0
02/04/2021,3721899.0
03/04/2021,3838483.0
04/04/2021,3888331.0
05/04/2021,4005217.0
06/04/2021,4042344.0
07/04/2021,4140687.0
08/04/2021,4356948.0
09/04/2021,4575579.0
10/04/2021,4763750.0
11/04/2021,4830666.0
12/04/2021,5098015.0
13/04/2021,5267173.0
14/04/2021,5287486.0
15/04/2021,5496553.0
16/04/2021,5680114.0
17/04/2021,5832548.0
18/04/2021,5870232.0
19/04/2021,6026332.0
20/04/2021,6243615.0
21/04/2021,6353600.0
22/04/2021,6503034.0
23/04/2021,6628388.0
24/04/2021,6827755.0
25/04/2021,6847075.0
26/04/2021,6991118.0
27/04/2021,7106942.0
28/04/2021,7144083.0
29/04/2021,7229177.0
30/04/2021,7376934.0
01/05/2021,7425416.0
02/05/2021,7426176.0
03/05/2021,7511454.0
04/05/2021,7577304.0
05/05/2021,7600484.0
06/05/2021,7705285.0
07/05/2021,7869269.0
08/05/2021,7951983.0
09/05/2021,7952556.0
10/05/2021,8066700.0
11/05/2021,8141289.0
12/05/2021,8185506.0
13/05/2021,8212961.0
14/05/2021,8259812.0
15/05/2021,8417840.0
16/05/2021,8451480.0
17/05/2021,8519852.0
18/05/2021,8573567.0
19/05/2021,8591102.0
20/05/2021,8599407.0
21/05/2021,8614950.0
22/05/2021,8644281.0
23/05/2021,8650237.0
24/05/2021,8703631.0
25/05/2021,8759506.0
26/05/2021,8789981.0
27/05/2021,8904096.0
28/05/2021,9056314.0
29/05/2021,9215371.0
30/05/2021,9241456.0
31/05/2021,9413723.0
01/06/2021,9583560.0
02/06/2021,9689249.0
03/06/2021,9850288.0
04/06/2021,10026627.0
05/06/2021,10214963.0
06/06/2021,10270131.0
07/06/2021,10473049.0
08/06/2021,10692008.0
09/06/2021,10832105.0
10/06/2021,10983039.0
11/06/2021,11102819.0
12/06/2021,11181355.0
13/06/2021,11229829.0
14/06/2021,11422135.0
15/06/2021,11635416.0
16/06/2021,11746936.0
17/06/2021,11895426.0
18/06/2021,11996311.0
19/06/2021,12103202.0
20/06/2021,12161549.0
21/06/2021,12431202.0
22/06/2021,12668936.0
23/06/2021,12837481.0
24/06/2021,13061640.0
25/06/2021,13304025.0
26/06/2021,13483338.0
27/06/2021,13535878.0
28/06/2021,13748651.0
29/06/2021,13948645.0
30/06/2021,14095726.0
01/07/2021,14242696.0
02/07/2021,14531577.0
03/07/2021,14764538.0
04/07/2021,14790452.0
05/07/2021,14947001.0
06/07/2021,15062316.0
07/07/2021,
08/07/2021,
09/07/2021,
10/07/2021,
11/07/2021,
12/07/2021,
13/07/2021,
14/07/2021,
15/07/2021,
16/01/2021,9.0
17/01/2021,9.0
18/01/2021,64.0
19/01/2021,64.0
20/01/2021,66.0
21/01/2021,66.0
22/01/2021,164.0
23/01/2021,330.0
24/01/2021,337.0
25/01/2021,461.0
26/01/2021,461.0
27/01/2021,642.0
28/01/2021,652.0
29/01/2021,823.0
30/01/2021,959.0
31/01/2021,959.0
01/02/2021,1065.0
02/02/2021,1065.0
03/02/2021,1342.0
04/02/2021,1342.0
05/02/2021,1578.0
06/02/2021,1817.0
07/02/2021,1817.0
08/02/2021,2064.0
09/02/2021,2158.0
10/02/2021,2379.0
11/02/2021,2597.0
12/02/2021,2695.0
13/02/2021,2902.0
14/02/2021,2902.0
15/02/2021,3014.0
16/02/2021,3602.0
17/02/2021,4162.0
18/02/2021,4572.0
19/02/2021,5531.0
20/02/2021,6383.0
21/02/2021,6621.0
22/02/2021,7460.0
23/02/2021,8432.0
24/02/2021,9243.0
25/02/2021,9734.0
26/02/2021,10341.0
27/02/2021,10341.0
28/02/2021,10341.0
01/03/2021,10341.0
02/03/2021,11130.0
03/03/2021,12205.0
04/03/2021,13048.0
05/03/2021,14139.0
06/03/2021,16365.0
07/03/2021,16365.0
08/03/2021,19096.0
09/03/2021,20455.0
10/03/2021,23584.0
11/03/2021,26595.0
12/03/2021,29215.0
13/03/2021,31815.0
14/03/2021,32385.0
15/03/2021,34683.0
16/03/2021,38926.0
17/03/2021,40726.0
18/03/2021,42033.0
19/03/2021,43189.0
20/03/2021,44169.0
21/03/2021,44234.0
22/03/2021,45135.0
23/03/2021,45814.0
24/03/2021,46093.0
25/03/2021,46261.0
26/03/2021,46461.0
27/03/2021,46590.0
28/03/2021,46589.0
29/03/2021,46588.0
30/03/2021,46645.0
31/03/2021,46872.0
01/04/2021,50362.0
02/04/2021,55631.0
03/04/2021,59338.0
04/04/2021,62214.0
05/04/2021,65089.0
06/04/2021,66613.0
07/04/2021,69391.0
08/04/2021,71259.0
09/04/2021,71960.0
10/04/2021,72431.0
11/04/2021,73397.0
12/04/2021,74608.0
13/04/2021,75319.0
14/04/2021,75905.0
15/04/2021,76470.0
16/04/2021,76968.0
17/04/2021,77819.0
18/04/2021,77857.0
19/04/2021,80595.0
20/04/2021,84637.0
21/04/2021,88412.0
22/04/2021,91310.0
23/04/2021,94316.0
24/04/2021,96539.0
25/04/2021,96956.0
26/04/2021,100903.0
27/04/2021,103717.0
28/04/2021,105808.0
29/04/2021,107405.0
30/04/2021,108166.0
01/05/2021,109442.0
02/05/2021,109696.0
03/05/2021,111070.0
04/05/2021,112903.0
05/05/2021,115161.0
06/05/2021,117233.0
07/05/2021,118299.0
08/05/2021,119520.0
09/05/2021,119661.0
10/05/2021,120835.0
11/05/2021,121529.0
12/05/2021,122218.0
13/05/2021,122800.0
14/05/2021,122800.0
15/05/2021,123897.0
16/05/2021,123897.0
17/05/2021,124756.0
18/05/2021,125747.0
19/05/2021,126974.0
20/05/2021,128323.0
21/05/2021,130332.0
22/05/2021,132064.0
23/05/2021,132137.0
24/05/2021,134067.0
25/05/2021,136294.0
26/05/2021,138454.0
27/05/2021,144321.0
28/05/2021,150092.0
29/05/2021,154115.0
30/05/2021,154135.0
31/05/2021,159496.0
01/06/2021,164155.0
02/06/2021,167934.0
03/06/2021,171395.0
04/06/2021,174899.0
05/06/2021,177678.0
06/06/2021,177681.0
07/06/2021,180269.0
08/06/2021,181714.0
09/06/2021,183376.0
10/06/2021,185674.0
11/06/2021,189143.0
12/06/2021,191063.0
13/06/2021,191066.0
14/06/2021,192431.0
15/06/2021,193330.0
16/06/2021,194501.0
17/06/2021,196717.0
18/06/2021,198155.0
19/06/2021,199286.0
20/06/2021,199286.0
21/06/2021,200706.0
22/06/2021,202329.0
23/06/2021,203725.0
24/06/2021,206992.0
25/06/2021,211520.0
26/06/2021,215964.0
27/06/2021,216616.0
28/06/2021,220989.0
29/06/2021,224630.0
30/06/2021,226801.0
01/07/2021,228809.0
02/07/2021,230087.0
03/07/2021,232133.0
04/07/2021,232795.0
